batch,day,idturk,treatment,initialendowment,initialendowmentupdated,pointssaving1,pointssaving2,pointssaving3,pointssaving4,borrowdebt1,borrowdebt2,borrowsaving5,borrowsaving6,pointsthisdecision,additionalpointssaving1,additionalpointssaving2,additionalpointssaving3,additionalpointssaving4,points_ia_a1,points_ia_a2,points_ia_a3,points_ia_a4,points_aa_a1,points_aa_a2,points_aa_a3,points_aa_a4,balance_ia_a1,balance_ia_a2,balance_ia_a3,balance_ia_a4,balance_aa_a1,balance_aa_a2,balance_aa_a3,balance_aa_a4,balance_borrow_a1,balance_borrow_a2,lottery1choice,lottery2choice,time1choice,time2choice,oneshotcontrol_s1,oneshotcontrol_s2,oneshotcontrol_s3,oneshotcontrol_s4,oneshotdebt_s1,oneshotdebt_s2,oneshotdebt_d1,oneshotdebt_d2,oneshothigh_s1,oneshothigh_s2,oneshothigh_d1,oneshothigh_d2,end_reasoning,end_debtimportance,end_balancesimportance,end_rateimportance,end_hindsight,demo_sex,demo_age,demo_state,demo_race,demo_educ,demo_collegeplus,demo_studentloan,demo_holddebt,demo_covid,errorbdm1,errorbdm2,errorbdm3,errordebtintro1,errordebtintro2,errordebtintro3,errordebtintro4,errordebtintro5,errordebtendowment1,errordebtendowment2,errordebtendowment3,errordebtendowment4,errordebtendowment5,errordebtendowment6,errordebtendowment7,errordebtendowment8,errordebtpayment1,errordebtpayment2,errordebtpayment3,errorend1,errorend2,error_count,error_initial,error_main,error_end,error_main_total,error_count_total,borrowcap1bal,borrowcap2bal,borrowcap1percleft,borrowcap2percleft,gap,controlsaving1balanceupdated,controlsaving2balanceupdated,controlsaving3balanceupdated,controlsaving4balanceupdated,debtsaving1balanceupdated,debtsaving2balanceupdated,debtsaving3balanceupdated,debtsaving4balanceupdated,controlsaving1balanceupdated2,controlsaving2balanceupdated2,controlsaving3balanceupdated2,controlsaving4balanceupdated2,debtsaving1balanceupdated2,debtsaving2balanceupdated2,debtsaving3balanceupdated2,debtsaving4balanceupdated2,netbalance,netreturn,totalpoints,finalpayment,finalpaymentend,participantid,lotterychoice,timechoice,durationinseconds,selectioncontroltreatment,selectiondebttreatment,controlsaving5balanceupdated,controlsaving6balanceupdated,debtdebt1balanceupdated,debtdebt2balanceupdated,q1697,debtsaving3balance,debtsaving4balance,order_oneshotcontrol,order_oneshotdebt,order_oneshothighdebt,io,perco_orig,perco_adtl,perco_os_c,perco_os_d,perco_os_h,ind_optimal_ia,ind_optimal_ap,ind_optimal_ia_d1_t,ind_optimal_ia_d4_t,ind_optimal_ia_d1,ind_optimal_ia_d4,ind_optimal_ia_all,ind_optimal_ap_all,os_optimal_c_t,os_optimal_d_t,os_optimal_h_t,os_optimal_c,os_optimal_d,os_optimal_h,instructions_confused,borrow_max_a1,borrow_max_a2,borrow_max_both,borrow_max_a1_d1,borrow_max_a2_d1,borrow_max_both_d1,borrow_max_a1_d4,borrow_max_a2_d4,borrow_max_both_d4,optimal_s1,optimal_s1_d1_t,optimal_s1_d1,optimal_s1_d4_t,optimal_s1_d4,borrow_d1_t,borrow_d1,total_pointssaving1,total_pointssaving2,total_pointssaving3,total_pointssaving4,total_borrowdebt1,total_borrowdebt2,total_borrowsaving5,total_borrowsaving6,total_points_allocated,perc_total_pointssaving1,perc_total_pointssaving2,perc_total_pointssaving3,perc_total_pointssaving4,total_perc_points_allocated,returns,demo_white,demo_age_median
8,4,AEF74ZYJTTEIA,1,2046,2046,2046,0,0,0,0,0,NA,NA,600,600,0,0,0,2046,0,0,0,600,0,0,0,9424,700,900,1500,10024,700,900,1500,900,1500,250,NA,NA,NA,1000,0,0,0,1000,0,0,0,1000,0,0,0,"I put all of the savings into the 20% return because that is the most beneficial. I borrowed from the debt accounts because they had 15% and 5% debt, which is less than 20%",Not at all important,Not at all important,Extremely important,I think I followed the optimal strategy already,1,42,Minnesota,White,College graduate with Bachelor's Degree (4 year),1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,3,0,0,0,0,NA,NA,NA,NA,NA,9424,700,900,1500,NA,NA,NA,NA,10024,700,900,1500,10724,2075,12799,25.60000038,4.3800001139999996,napa89491,NA,NA,843,0,1,NA,NA,-900,-1500,NA,NA,NA,1,3,2,2046,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,8024,0,0,0,900,1500,0,0,8024,1,0,0,0,1,2075,1,1
8,1,AFMAFX0P2YRRV,1,500,500,400,0,100,0,0,0,NA,NA,100,100,0,0,0,400,0,100,0,100,0,0,0,1500,700,1000,1500,1600,700,1000,1500,0,0,500,1,500,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,i always tried to find the highest payout and avoid taking debt,Extremely important,Extremely important,Extremely important,i would prolly stay the same on how it went i feel like i did a decent job at it i guess at the beginning i wouldnt have allocated money to the 15% one and only the 20%,1,30,Tennessee,White,High school or equivalent,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,1,0,1,0,4,5,900,1500,1,1,NA,NA,NA,NA,NA,1500,700,1000,1500,NA,NA,NA,NA,1600,700,1000,1500,NA,NA,NA,NA,NA,pasadena19741,NA,NA,2127,0,1,NA,NA,0,0,no,900,1500,NA,NA,NA,500,0.80000001,1,NA,NA,NA,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2923,0,100,0,0,0,0,0,3023,0.96692026,0,0.033079721,0,1,615,1,0
8,2,AFMAFX0P2YRRV,1,615,615,615,0,0,0,0,0,NA,NA,600,600,0,0,0,615,0,0,0,600,0,0,0,2215,700,1000,1500,2815,700,1000,1500,0,0,400,1,400,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,i always tried to find the highest payout and avoid taking debt,Extremely important,Extremely important,Extremely important,i would prolly stay the same on how it went i feel like i did a decent job at it i guess at the beginning i wouldnt have allocated money to the 15% one and only the 20%,1,30,Tennessee,White,High school or equivalent,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,2,1,1,0,4,5,900,1500,1,1,NA,NA,NA,NA,NA,2215,700,1000,1500,NA,NA,NA,NA,2815,700,1000,1500,NA,NA,NA,NA,NA,pasadena19741,NA,NA,1084,0,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,615,1,1,NA,NA,NA,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2923,0,100,0,0,0,0,0,3023,0.96692026,0,0.033079721,0,1,858,1,0
8,3,AFMAFX0P2YRRV,1,858,858,858,0,0,0,0,0,NA,NA,100,100,0,0,0,858,0,0,0,100,0,0,0,3673,700,1000,1500,3773,700,1000,1500,0,0,500,1,500,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,i always tried to find the highest payout and avoid taking debt,Extremely important,Extremely important,Extremely important,i would prolly stay the same on how it went i feel like i did a decent job at it i guess at the beginning i wouldnt have allocated money to the 15% one and only the 20%,1,30,Tennessee,White,High school or equivalent,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,1,0,1,0,4,5,900,1500,1,1,NA,NA,NA,NA,NA,3673,700,1000,1500,NA,NA,NA,NA,3773,700,1000,1500,NA,NA,NA,NA,NA,pasadena19741,NA,NA,1005,0,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,858,1,1,NA,NA,NA,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2923,0,100,0,0,0,0,0,3023,0.96692026,0,0.033079721,0,1,1050,1,0
8,4,AFMAFX0P2YRRV,1,1050,1050,1050,0,0,0,0,0,NA,NA,100,100,0,0,0,1050,0,0,0,100,0,0,0,4823,700,1000,1500,4923,700,1000,1500,0,0,499,NA,NA,NA,1000,0,0,0,0,0,600,400,0,0,1000,0,i always tried to find the highest payout and avoid taking debt,Extremely important,Extremely important,Extremely important,i would prolly stay the same on how it went i feel like i did a decent job at it i guess at the beginning i wouldnt have allocated money to the 15% one and only the 20%,1,30,Tennessee,White,High school or equivalent,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,5,900,1500,1,1,NA,NA,NA,NA,NA,4823,700,1000,1500,NA,NA,NA,NA,4923,700,1000,1500,8123,1280,9403,18.80999947,4.199999809,pasadena19741,NA,NA,1166,0,1,NA,NA,0,0,NA,NA,NA,3,2,1,1050,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2923,0,100,0,0,0,0,0,3023,0.96692026,0,0.033079721,0,1,1280,1,0
8,1,AKSJ3C5O3V9RB,1,500,500,500,0,0,0,0,0,NA,NA,100,100,0,0,0,500,0,0,0,100,0,0,0,1600,700,900,1500,1700,700,900,1500,0,0,100,0.75,500,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"My reasoning solely relied on the magnitude of the interest rates and I made the strategic decision to only allocate money to the account with the highest interest rate, regardless of the balance of the other accounts.",Not at all important,Slightly important,Extremely important,I think my strategy of allocating all available points to the account with the largest interest rate was the most effective strategy with the second most effective strategy being one of allocating money not only to the account with the highest interest rate but also to those with the highest balances.,0,24,New York,Asian,"Professional Degree (MD, JD, etc.)",1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,2,3,900,1500,1,1,NA,NA,NA,NA,NA,1600,700,900,1500,NA,NA,NA,NA,1700,700,900,1500,NA,NA,NA,NA,NA,mountain59920,NA,NA,21919,0,1,NA,NA,0,0,"No, the instructions and the experiment in general were very clear and easy to understand. I particularly appreciated the inclusion of the explanation/rationale behind the responses in the comprehension check questions.",900,1500,NA,NA,NA,500,1,1,NA,NA,NA,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4261,0,0,0,0,0,0,0,4261,1,0,0,0,1,620,0,0
8,2,AKSJ3C5O3V9RB,1,1120,1120,1120,0,0,0,0,0,NA,NA,600,600,0,0,0,1120,0,0,0,600,0,0,0,2820,700,900,1500,3420,700,900,1500,0,0,275,0.75,500,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"My reasoning solely relied on the magnitude of the interest rates and I made the strategic decision to only allocate money to the account with the highest interest rate, regardless of the balance of the other accounts.",Not at all important,Slightly important,Extremely important,I think my strategy of allocating all available points to the account with the largest interest rate was the most effective strategy with the second most effective strategy being one of allocating money not only to the account with the highest interest rate but also to those with the highest balances.,0,24,New York,Asian,"Professional Degree (MD, JD, etc.)",1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,1,0,1,0,2,3,900,1500,1,1,NA,NA,NA,NA,NA,2820,700,900,1500,NA,NA,NA,NA,3420,700,900,1500,NA,NA,NA,NA,NA,mountain59920,NA,NA,29312,0,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1120,1,1,NA,NA,NA,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4261,0,0,0,0,0,0,0,4261,1,0,0,0,1,964,0,0
8,3,AKSJ3C5O3V9RB,1,964,964,964,0,0,0,0,0,NA,NA,100,100,0,0,0,964,0,0,0,100,0,0,0,4384,700,900,1500,4484,700,900,1500,0,0,275,0.699999988,500,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"My reasoning solely relied on the magnitude of the interest rates and I made the strategic decision to only allocate money to the account with the highest interest rate, regardless of the balance of the other accounts.",Not at all important,Slightly important,Extremely important,I think my strategy of allocating all available points to the account with the largest interest rate was the most effective strategy with the second most effective strategy being one of allocating money not only to the account with the highest interest rate but also to those with the highest balances.,0,24,New York,Asian,"Professional Degree (MD, JD, etc.)",1,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,1,0,2,3,900,1500,1,1,NA,NA,NA,NA,NA,4384,700,900,1500,NA,NA,NA,NA,4484,700,900,1500,NA,NA,NA,NA,NA,mountain59920,NA,NA,31970,0,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,964,1,1,NA,NA,NA,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4261,0,0,0,0,0,0,0,4261,1,0,0,0,1,1177,0,0
8,4,AKSJ3C5O3V9RB,1,1677,1677,1677,0,0,0,0,0,NA,NA,100,100,0,0,0,1677,0,0,0,100,0,0,0,6161,700,900,1500,6261,700,900,1500,0,0,275,NA,NA,NA,1000,0,0,0,0,0,600,400,1000,0,0,0,"My reasoning solely relied on the magnitude of the interest rates and I made the strategic decision to only allocate money to the account with the highest interest rate, regardless of the balance of the other accounts.",Not at all important,Slightly important,Extremely important,I think my strategy of allocating all available points to the account with the largest interest rate was the most effective strategy with the second most effective strategy being one of allocating money not only to the account with the highest interest rate but also to those with the highest balances.,0,24,New York,Asian,"Professional Degree (MD, JD, etc.)",1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,3,900,1500,1,1,NA,NA,NA,NA,NA,6161,700,900,1500,NA,NA,NA,NA,6261,700,900,1500,9361,1532,10893,21.79000092,4.579999924,mountain59920,NA,NA,4064,0,1,NA,NA,0,0,NA,NA,NA,3,1,2,1677,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4261,0,0,0,0,0,0,0,4261,1,0,0,0,1,1532,0,0
9,1,ALLP45O3BDWYM,1,500,500,200,100,100,100,0,0,NA,NA,100,50,0,50,0,200,100,100,100,50,0,50,0,1300,800,1000,1600,1350,800,1050,1600,0,0,300,0.600000024,500,0.899999976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I focused on putting points into the accounts with the highest interest rates,Not at all important,Very important,Extremely important,putting points only into the account with the highest interest rate,0,31,South Carolina,Multiple,College graduate with Bachelor's Degree (4 year),1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,2,5,900,1500,1,1,NA,NA,NA,NA,NA,1300,800,1000,1600,NA,NA,NA,NA,1350,800,1050,1600,NA,NA,NA,NA,NA,atlanta51898,NA,NA,1149,0,1,NA,NA,0,0,the wording of the comprehension questions regarding switch points were kind of hard to follow,900,1500,NA,NA,NA,500,0.40000001,0.5,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3672,188,498,100,0,0,0,0,4458,0.82368773,0.042171378,0.11170929,0.022431584,1,588,0,0
9,2,ALLP45O3BDWYM,1,1088,1088,700,88,300,0,0,0,NA,NA,100,50,25,25,0,700,88,300,0,50,25,25,0,2050,888,1350,1600,2100,913,1375,1600,0,0,400,0.699999988,500,0.899999976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I focused on putting points into the accounts with the highest interest rates,Not at all important,Very important,Extremely important,putting points only into the account with the highest interest rate,0,31,South Carolina,Multiple,College graduate with Bachelor's Degree (4 year),1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,1,0,1,0,2,5,900,1500,1,1,NA,NA,NA,NA,NA,2050,888,1350,1600,NA,NA,NA,NA,2100,913,1375,1600,NA,NA,NA,NA,NA,atlanta51898,NA,NA,780,0,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1088,0.64338237,0.5,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3672,188,498,100,0,0,0,0,4458,0.82368773,0.042171378,0.11170929,0.022431584,1,798,0,0
9,3,ALLP45O3BDWYM,1,1298,1298,1200,0,98,0,0,0,NA,NA,100,100,0,0,0,1200,0,98,0,100,0,0,0,3300,913,1473,1600,3400,913,1473,1600,0,0,200,0.800000012,500,0.949999988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I focused on putting points into the accounts with the highest interest rates,Not at all important,Very important,Extremely important,putting points only into the account with the highest interest rate,0,31,South Carolina,Multiple,College graduate with Bachelor's Degree (4 year),1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,0,0,2,5,900,1500,1,1,NA,NA,NA,NA,NA,3300,913,1473,1600,NA,NA,NA,NA,3400,913,1473,1600,NA,NA,NA,NA,NA,atlanta51898,NA,NA,1753,0,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1298,0.92449921,1,NA,NA,NA,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3672,188,498,100,0,0,0,0,4458,0.82368773,0.042171378,0.11170929,0.022431584,1,1072,0,0
9,4,ALLP45O3BDWYM,1,1572,1572,1572,0,0,0,0,0,NA,NA,100,100,0,0,0,1572,0,0,0,100,0,0,0,4972,913,1473,1600,5072,913,1473,1600,0,0,400,NA,NA,NA,1000,0,0,0,800,200,0,0,600,200,100,100,I focused on putting points into the accounts with the highest interest rates,Not at all important,Very important,Extremely important,putting points only into the account with the highest interest rate,0,31,South Carolina,Multiple,College graduate with Bachelor's Degree (4 year),1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,2,5,900,1500,1,1,NA,NA,NA,NA,NA,4972,913,1473,1600,NA,NA,NA,NA,5072,913,1473,1600,9058,1407,10465,20.93000031,4.2100000380000004,atlanta51898,NA,NA,1239,0,1,NA,NA,0,0,NA,NA,NA,1,2,3,1572,1,1,1,0.80000001,0.60000002,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3672,188,498,100,0,0,0,0,4458,0.82368773,0.042171378,0.11170929,0.022431584,1,1407,0,0
3,1,AXJ1PE87PD0KK,1,500,2200,2200,0,0,0,200,1500,NA,NA,100,100,0,0,0,2200,0,0,0,100,0,0,0,3300,700,900,1500,3400,700,900,1500,200,1500,255,0.7,252,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I wanted to put as much money into the account that provided 20% return since that was the highest. I borrowed from debt accounts because the interest rates were much lower than the 20% rate of the savings account.,Slightly important,Not at all important,Extremely important,I might have borrowed the full amount from the 15% debt account.,0,30,New York,White,Master's Degree (MS),1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,700,0,0.77777779,0,NA,NA,NA,NA,NA,3300,700,900,1500,NA,NA,NA,NA,3400,700,900,1500,NA,NA,NA,NA,NA,anaheim12704,NA,NA,5045,0,1,NA,NA,-200,-1500,No,900,1500,NA,NA,NA,2200,1,1,NA,NA,NA,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,6807,0,0,0,200,1500,0,0,6807,1,0,0,0,1,855,1,0
3,2,AXJ1PE87PD0KK,1,1355,1355,1355,0,0,0,0,0,NA,NA,580,580,0,0,0,1355,0,0,0,580,0,0,0,4755,700,900,1500,5335,700,900,1500,200,1500,265,0.649999976,400,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I wanted to put as much money into the account that provided 20% return since that was the highest. I borrowed from debt accounts because the interest rates were much lower than the 20% rate of the savings account.,Slightly important,Not at all important,Extremely important,I might have borrowed the full amount from the 15% debt account.,0,30,New York,White,Master's Degree (MS),1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,700,0,0.77777779,0,NA,NA,NA,NA,NA,4755,700,900,1500,NA,NA,NA,NA,5335,700,900,1500,NA,NA,NA,NA,NA,anaheim12704,NA,NA,943,0,1,NA,NA,-200,-1500,NA,NA,NA,NA,NA,NA,1355,1,1,NA,NA,NA,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,6807,0,0,0,200,1500,0,0,6807,1,0,0,0,1,1242,1,0
3,3,AXJ1PE87PD0KK,1,1242,1242,1242,0,0,0,0,0,NA,NA,100,100,0,0,0,1242,0,0,0,100,0,0,0,6577,700,900,1500,6677,700,900,1500,200,1500,265,0.7,365,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I wanted to put as much money into the account that provided 20% return since that was the highest. I borrowed from debt accounts because the interest rates were much lower than the 20% rate of the savings account.,Slightly important,Not at all important,Extremely important,I might have borrowed the full amount from the 15% debt account.,0,30,New York,White,Master's Degree (MS),1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,700,0,0.77777779,0,NA,NA,NA,NA,NA,6577,700,900,1500,NA,NA,NA,NA,6677,700,900,1500,NA,NA,NA,NA,NA,anaheim12704,NA,NA,2881,0,1,NA,NA,-200,-1500,NA,NA,NA,NA,NA,NA,1242,1,1,NA,NA,NA,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,6807,0,0,0,200,1500,0,0,6807,1,0,0,0,1,1510,1,0
3,4,AXJ1PE87PD0KK,1,2010,2010,2010,0,0,0,0,0,NA,NA,600,600,0,0,0,2010,0,0,0,600,0,0,0,8687,700,900,1500,9287,700,900,1500,200,1500,270,NA,NA,NA,1000,0,0,0,1000,0,0,0,1000,0,0,0,I wanted to put as much money into the account that provided 20% return since that was the highest. I borrowed from debt accounts because the interest rates were much lower than the 20% rate of the savings account.,Slightly important,Not at all important,Extremely important,I might have borrowed the full amount from the 15% debt account.,0,30,New York,White,Master's Degree (MS),1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0.77777779,0,NA,NA,NA,NA,NA,8687,700,900,1500,NA,NA,NA,NA,9287,700,900,1500,10687,2032,12719,25.44000053,4.3800001139999996,anaheim12704,NA,NA,1390,0,1,NA,NA,-200,-1500,NA,NA,NA,1,2,3,2010,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,6807,0,0,0,200,1500,0,0,6807,1,0,0,0,1,2032,1,0
4,1,AY9UWGHEE2P04,1,500,2000,2000,0,0,0,0,1500,NA,NA,100,100,0,0,0,2000,0,0,0,100,0,0,0,3100,700,900,1500,3200,700,900,1500,0,1500,450,0.5,500,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I chose to put my credits into the highest interest slot since that would give me the highest returns. I also put a little into the second highest interest slot since I believed it would give me a minimum extra high return for that slot, since it seemed adding so much to the highest interest slot gave diminishing returns at one point. I also chose to take 1500 of debt since the interest it gathered was rather low, so I figured I'd generate more in the end than I'd end up losing.",Very important,Moderately important,Extremely important,"Maybe just dump all my points into the highest interest slot, and take on all the debt since it seems the returns would be far greater than the debts. I'm not exactly sure since I felt that my strategy got me a decently high payoff, so maybe just repeat what I did.",1,21,New York,White,Some college,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,900,0,1,0,NA,NA,NA,NA,NA,3100,700,900,1500,NA,NA,NA,NA,3200,700,900,1500,NA,NA,NA,NA,NA,santabarbara56722,NA,NA,1766,0,1,NA,NA,0,-1500,choosing between what to take today vs. in the future,900,1500,NA,NA,NA,2000,1,1,NA,NA,NA,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,4967,0,1345,0,0,1500,0,0,6312,0.78691381,0,0.21308619,0,1,845,1,0
4,2,AY9UWGHEE2P04,1,1345,1345,0,0,1345,0,0,0,NA,NA,100,100,0,0,0,0,0,1345,0,100,0,0,0,3200,700,2245,1500,3300,700,2245,1500,0,1500,400,1,400,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I chose to put my credits into the highest interest slot since that would give me the highest returns. I also put a little into the second highest interest slot since I believed it would give me a minimum extra high return for that slot, since it seemed adding so much to the highest interest slot gave diminishing returns at one point. I also chose to take 1500 of debt since the interest it gathered was rather low, so I figured I'd generate more in the end than I'd end up losing.",Very important,Moderately important,Extremely important,"Maybe just dump all my points into the highest interest slot, and take on all the debt since it seems the returns would be far greater than the debts. I'm not exactly sure since I felt that my strategy got me a decently high payoff, so maybe just repeat what I did.",1,21,New York,White,Some college,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,900,0,1,0,NA,NA,NA,NA,NA,3200,700,2245,1500,NA,NA,NA,NA,3300,700,2245,1500,NA,NA,NA,NA,NA,santabarbara56722,NA,NA,1293,0,1,NA,NA,0,-1500,NA,NA,NA,NA,NA,NA,1345,0,1,NA,NA,NA,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,4967,0,1345,0,0,1500,0,0,6312,0.78691381,0,0.21308619,0,1,1067,1,0
4,3,AY9UWGHEE2P04,1,1567,1567,1567,0,0,0,0,0,NA,NA,100,100,0,0,0,1567,0,0,0,100,0,0,0,4867,700,2245,1500,4967,700,2245,1500,0,1500,450,1,425,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I chose to put my credits into the highest interest slot since that would give me the highest returns. I also put a little into the second highest interest slot since I believed it would give me a minimum extra high return for that slot, since it seemed adding so much to the highest interest slot gave diminishing returns at one point. I also chose to take 1500 of debt since the interest it gathered was rather low, so I figured I'd generate more in the end than I'd end up losing.",Very important,Moderately important,Extremely important,"Maybe just dump all my points into the highest interest slot, and take on all the debt since it seems the returns would be far greater than the debts. I'm not exactly sure since I felt that my strategy got me a decently high payoff, so maybe just repeat what I did.",1,21,New York,White,Some college,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,900,0,1,0,NA,NA,NA,NA,NA,4867,700,2245,1500,NA,NA,NA,NA,4967,700,2245,1500,NA,NA,NA,NA,NA,santabarbara56722,NA,NA,855,0,1,NA,NA,0,-1500,NA,NA,NA,NA,NA,NA,1567,1,1,NA,NA,NA,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,4967,0,1345,0,0,1500,0,0,6312,0.78691381,0,0.21308619,0,1,1400,1,0
